id_livre,titre,auteur,categorie,sous_categorie/0,sous_categorie/1,nombre_editions,note_popularite,image_url,sous_categorie/2,sous_categorie/3,sous_categorie/4
881,Le dépanneur,Robert Louis Stevenson,Art,Fiction,,91,9.1,https://covers.openlibrary.org/b/id/8242977-L.jpg,,,
882,"Vite de' più eccellenti pittori, sculpteurs et architectes",Giorgio Vasari,Art,Histoire,,91,9.1,https://covers.openlibrary.org/b/id/5883089-L.jpg,,,
883,Léonard,Léonard de Vinci,Art,Expositions,,89,8.9,https://covers.openlibrary.org/b/id/919361-L.jpg,,,
884,Picasso,William S. Lieberman,Art,Les animaux dans l'art,,88,8.8,https://covers.openlibrary.org/b/id/2238081-L.jpg,,,
885,Edvard Munch,Edvard Munch,Art,Art,,88,8.8,https://covers.openlibrary.org/b/id/6748093-L.jpg,,,
886,La tentation de saint Antoine,Gustave Flaubert,Art,Saints chrétiens,,86,8.6,https://covers.openlibrary.org/b/id/230512-L.jpg,,,
887,Joan Miro,Joan Miro,Art,Fondation Pilar et Joan Miró à Majorque,,85,8.5,https://covers.openlibrary.org/b/id/2241129-L.jpg,,,
888,La cathédrale,Joris-Karl Huysmans,Art,Art,,84,8.4,https://covers.openlibrary.org/b/id/5392487-L.jpg,,,
889,Andy Warhol,Andy Warhol,Art,Voyage,,84,8.4,https://covers.openlibrary.org/b/id/1027207-L.jpg,,,
890,Les oiseaux d'Amérique,John James Audubon,Art,Peinture à l'aquarelle américaine,,83,8.3,https://covers.openlibrary.org/b/id/8245338-L.jpg,,,
891,Neuf histoires,J.D. Salinger,Art,Fiction,,82,8.2,https://covers.openlibrary.org/b/id/392623-L.jpg,,,
892,Émile Noldé,Émile Noldé,Art,Peinture à l'aquarelle,Allemand,81,8.1,https://covers.openlibrary.org/b/id/2237617-L.jpg,,,
893,Max Beckmann,Max Beckmann,Art,Catalogues raisonnés,,80,8,https://covers.openlibrary.org/b/id/4321953-L.jpg,,,
894,Alberto Giacometti,Alberto Giacometti,Art,Art,,79,7.9,https://covers.openlibrary.org/b/id/8242268-L.jpg,,,
895,Arnulf Rainer,Arnulf Rainer,Art,Dans l'art,,76,7.6,https://covers.openlibrary.org/b/id/5534748-L.jpg,,,
896,Vénus et Adonis,Guillaume Shakespeare,Art,Poésie,,74,7.4,https://covers.openlibrary.org/b/id/8982674-L.jpg,,,
897,L'art à travers les âges,Hélène Gardner,Art,Histoire,,73,7.3,https://covers.openlibrary.org/b/id/8974653-L.jpg,,,
898,Le Corbusier,Le Corbusier,Art,Correspondance,,72,7.2,https://covers.openlibrary.org/b/id/2258962-L.jpg,,,
899,Illusions perdues,Honoré de Balzac,Art,Vie sociale et coutumes,,71,7.1,https://covers.openlibrary.org/b/id/5752320-L.jpg,,,
900,Les lettres d'Horace Walpole,Horace Walpole,Art,Art,,71,7.1,https://covers.openlibrary.org/b/id/8241374-L.jpg,,,
901,Jean Dubuffet,Jean Dubuffet,Art,Esthétique,,71,7.1,https://covers.openlibrary.org/b/id/7007200-L.jpg,,,
902,Documents collectés,Sigmond Freud,Art,Adresses,essais,69,6.9,https://covers.openlibrary.org/b/id/8242841-L.jpg,conférences,,
903,Joseph Beuys,Joseph Beuys,Art,Bibliographie,,68,6.8,https://covers.openlibrary.org/b/id/4878439-L.jpg,,,
904,"Traités, etc.",France,Art,Relations extérieures,,68,6.8,https://covers.openlibrary.org/b/id/5990864-L.jpg,,,
905,Délicieux,Andy Rivera,Art,Bandes dessinées et romans graphiques,général,65,6.5,,,,
906,"Le ""génie""",Théodore Dreiser,Art,fiction américaine,,62,6.2,https://covers.openlibrary.org/b/id/8369941-L.jpg,,,
907,Rodin,Auguste Rodin,Art,Expositions,,62,6.2,https://covers.openlibrary.org/b/id/1026898-L.jpg,,,
908,Toulouse-Lautrec,Henri de Toulouse-Lautrec,Art,Bibliothèque nationale (France),,62,6.2,https://covers.openlibrary.org/b/id/1030644-L.jpg,,,
909,Matins à Florence,John Ruskin,Art,Art chrétien et symbolisme,,60,6,https://covers.openlibrary.org/b/id/8229257-L.jpg,,,
910,Matisse,Henri Matisse,Art,Correspondance,,60,6,https://covers.openlibrary.org/b/id/2178063-L.jpg,,,
911,Giorgio Morandi,Giorgio Morandi,Art,ID de collection : EarlyArt,,59,5.9,https://covers.openlibrary.org/b/id/1026983-L.jpg,,,
912,Auguste Rodin,Rainer Maria Rilke,Art,Correspondance,,59,5.9,https://covers.openlibrary.org/b/id/6885148-L.jpg,,,
913,Le bol d'or,Henri James,Art,Fiction,,58,5.8,https://covers.openlibrary.org/b/id/8246120-L.jpg,,,
914,Grave et magnifique,José Varèse,Art,Bandes dessinées et romans graphiques,général,57,5.7,https://covers.openlibrary.org/b/id/14772705-L.jpg,,,
915,Julien Schnabel,Julien Schnabel,Art,Peinture technique mixte,,57,5.7,https://covers.openlibrary.org/b/id/4018669-L.jpg,,,
916,Goya,François Goya,Art,Catalogues raisonnés,,57,5.7,https://covers.openlibrary.org/b/id/8235173-L.jpg,,,
917,Rose de Garance,Stephen King,Art,rose de garance,,56,5.6,https://covers.openlibrary.org/b/id/8578049-L.jpg,,,
918,Sam François,Sam François,Art,art,,56,5.6,https://covers.openlibrary.org/b/id/2256437-L.jpg,,,
919,Fernand Léger,Fernand Léger,Art,Catalogues raisonnés,,56,5.6,https://covers.openlibrary.org/b/id/2139016-L.jpg,,,
920,Ernst Ludwig Kirchner,Ernst Ludwig Kirchner,Art,Dans l'art,,56,5.6,https://covers.openlibrary.org/b/id/5366231-L.jpg,,,
921,Miró,Joan Miro,Art,Catalogues,,54,5.4,https://covers.openlibrary.org/b/id/1534153-L.jpg,,,
922,Kandinsky,Vassily Kandinsky,Art,Art abstrait,,54,5.4,https://covers.openlibrary.org/b/id/8246223-L.jpg,,,
923,Anselme Kiefer,Anselme Kiefer,Art,La cosmologie dans l'art,,54,5.4,https://covers.openlibrary.org/b/id/720696-L.jpg,,,
924,Le Cloître et le Foyer,Charles Lire,Art,Choix du personnel de la bibliothèque ouverte,,54,5.4,https://covers.openlibrary.org/b/id/8239508-L.jpg,,,
925,Otto Dix,Otto Dix,Art,Art,,53,5.3,https://covers.openlibrary.org/b/id/1025594-L.jpg,,,
926,Poèmes,Oscar Wilde,Art,Préraphaélitisme,,53,5.3,https://covers.openlibrary.org/b/id/2003146-L.jpg,,,
927,Lyonel Feininger,Lyonel Feininger,Art,Peinture à l'aquarelle américaine,,53,5.3,https://covers.openlibrary.org/b/id/4500574-L.jpg,,,
928,Meus Artigos,Jacob Burckhardt,Art,Renaissance,,53,5.3,https://covers.openlibrary.org/b/id/7187258-L.jpg,,,
929,Michel-Ange,Michel-Ange Buonarroti,Art,Art,,52,5.2,https://covers.openlibrary.org/b/id/8244489-L.jpg,,,
930,Alex Katz,Alex Katz,Art,Catalogues,,52,5.2,https://covers.openlibrary.org/b/id/4993094-L.jpg,,,
931,Jusqu'à ce dernier,John Ruskin,Art,Économie,,51,5.1,https://covers.openlibrary.org/b/id/8244595-L.jpg,,,
932,Œuvres littéraires de Léonard de Vinci,Léonard de Vinci,Art,Carnets,carnets de croquis,51,5.1,https://covers.openlibrary.org/b/id/7139836-L.jpg,,,
933,Christo,Christo,Art,Art,,51,5.1,https://covers.openlibrary.org/b/id/4899103-L.jpg,,,
934,La couronne d'olivier sauvage,John Ruskin,Art,Architecture,,51,5.1,https://covers.openlibrary.org/b/id/8244557-L.jpg,,,
935,Rouault,Georges Rouault,Art,Art,,50,5,https://covers.openlibrary.org/b/id/7390963-L.jpg,,,
936,Gerhard Richter,"Richter, Gerhard",Art,Expositions,,50,5,https://covers.openlibrary.org/b/id/4875183-L.jpg,,,
937,La femme sage,Georges MacDonald,Art,Conduite de la vie dans la fiction,,49,4.9,https://covers.openlibrary.org/b/id/14361880-L.jpg,,,
938,Benim Adım Kırmızı,Orhan Pamuk,Art,Littérature et théâtre du Moyen-Orient,,48,4.8,https://covers.openlibrary.org/b/id/1054459-L.jpg,,,
939,Cy Twombly,Cy Twombly,Art,Catalogues raisonnés,,48,4.8,https://covers.openlibrary.org/b/id/2078531-L.jpg,,,
940,Cézanne,André. Leclerc,Art,ID de collection : EarlyArt,,48,4.8,https://covers.openlibrary.org/b/id/8273271-L.jpg,,,
941,La table des Flandres,Arturo Pérez-Reverte,Art,Femmes historiennes de l’art,,47,4.7,https://covers.openlibrary.org/b/id/7413238-L.jpg,,,
942,Botero : La corrida,Fernando Botero,Art,Expositions,,47,4.7,https://covers.openlibrary.org/b/id/643954-L.jpg,,,
943,Histoire de l'art,H.W. Janson,Art,Art,histoire,47,4.7,https://covers.openlibrary.org/b/id/10075231-L.jpg,,,
944,Egon Schiele,Egon Schiele,Art,Art,,47,4.7,https://covers.openlibrary.org/b/id/317113-L.jpg,,,
945,Chagal,Marc Chagall,Art,Art,,47,4.7,https://covers.openlibrary.org/b/id/1255947-L.jpg,,,
946,Alain Davie,Alain Davie,Art,Art britannique,,47,4.7,https://covers.openlibrary.org/b/id/4775740-L.jpg,,,
947,Histoire des arts,Marilyn Stokstad,Art,Art,,46,4.6,https://covers.openlibrary.org/b/id/596109-L.jpg,,,
948,A.R. Penck,A.R. Penck,Art,Expositions,,46,4.6,,,,
949,Willem de Kooning,Willem De Kooning,Art,Expressionnisme abstrait,,46,4.6,https://covers.openlibrary.org/b/id/3811034-L.jpg,,,
950,Richard Serra,Richard Serra,Art,Catalogues raisonnés,,46,4.6,https://covers.openlibrary.org/b/id/2258094-L.jpg,,,
951,Donald Judd,Donald Judd,Art,Expositions,,46,4.6,https://covers.openlibrary.org/b/id/4875322-L.jpg,,,
952,Lettres de remarque,Shaun Usher,Art,Correspondance,,45,4.5,https://covers.openlibrary.org/b/id/11502972-L.jpg,,,
953,"""Vous plaisantez sûrement, M. Feynman""",Richard Phillips Feynman,Art,Anecdotes,,45,4.5,https://covers.openlibrary.org/b/id/9274698-L.jpg,,,
954,Chto takoe iskusstvo ? / Qu'est-ce que l'art ?,"Tolstoï, Léon, graf, 1828-1910",Art,Art,,44,4.4,https://covers.openlibrary.org/b/id/6968217-L.jpg,,,
955,David Smith,David Smith,Art,Photographie artistique,,44,4.4,https://covers.openlibrary.org/b/id/7151551-L.jpg,,,
956,Karel Appel,Karel Appel,Art,Art et maladie mentale,,44,4.4,https://covers.openlibrary.org/b/id/2288521-L.jpg,,,
957,L'histoire de l'art,E.H. Gombrich,Art,Art,,44,4.4,https://covers.openlibrary.org/b/id/538390-L.jpg,,,
958,Hans Hartung,Hans Hartung,Art,Bibliographie,,44,4.4,https://covers.openlibrary.org/b/id/10001499-L.jpg,,,
959,Ernst Barlach,Ernst Barlach,Art,Collections d'art,,43,4.3,https://covers.openlibrary.org/b/id/2239133-L.jpg,,,
960,Richard Prince,Richard Prince,Art,Photographie artistique,,43,4.3,https://covers.openlibrary.org/b/id/2251845-L.jpg,,,
961,Le meurtre au cinéma,Edward Phillips Oppenheim,Art,Fiction,mystère et détective,43,4.3,https://covers.openlibrary.org/b/id/2752550-L.jpg,général,,
962,Sigmar Polke,Sigmar Polke,Art,Civilisation dans l'art,,43,4.3,https://covers.openlibrary.org/b/id/4024791-L.jpg,,,
963,Sämtliche Werke,Johann Wolfgang von Goethe,Art,Traductions en anglais,,43,4.3,https://covers.openlibrary.org/b/id/2476300-L.jpg,,,
964,Fernando Botero,Fernando Botero,Art,Catalogues raisonnés,,43,4.3,https://covers.openlibrary.org/b/id/5253386-L.jpg,,,
965,Sean Scully,Sean Scully,Art,Catalogues,,42,4.2,https://covers.openlibrary.org/b/id/1261361-L.jpg,,,
966,Espoirs et craintes pour l'art,William Morris,Art,Mouvement des arts et métiers,,42,4.2,https://covers.openlibrary.org/b/id/10677896-L.jpg,,,
967,Inspection après 16 ans,Ofsted.,Art,Agriculture,,42,4.2,,,,
968,Les deux chemins,John Ruskin,Art,Art,,42,4.2,https://covers.openlibrary.org/b/id/10673435-L.jpg,,,
969,Le Chardonneret,Donna Tartt,Art,chardonneret,,42,4.2,https://covers.openlibrary.org/b/id/8771366-L.jpg,,,
970,Albrecht Dürer,Albrecht Dürer,Art,Kunsthalle de Brême,,42,4.2,https://covers.openlibrary.org/b/id/2238204-L.jpg,,,
971,Traqueurs,Sarah Fleming,Art,Comportement animal,,41,4.1,https://covers.openlibrary.org/b/id/2331660-L.jpg,,,
972,Roy Lichtenstein,Roy Lichtenstein,Art,Sculpture américaine,,41,4.1,https://covers.openlibrary.org/b/id/2078546-L.jpg,,,
973,Giotto,Giotto,Art,Bible,,41,4.1,https://covers.openlibrary.org/b/id/6296581-L.jpg,,,
974,Lignes serrées,José Varèse,Art,Bandes dessinées et romans graphiques,général,41,4.1,,,,
975,Le Gedichte de Schiller,Frédéric Schiller,Art,Textes,,41,4.1,https://covers.openlibrary.org/b/id/8792022-L.jpg,,,
976,Édition 1,Thomas Gale,Art,ARTS ET DISCIPLINES DU LANGAGE,,40,4,https://covers.openlibrary.org/b/id/8146664-L.jpg,,,
977,Tirukkur̲aḷ,Tiruvaḷḷuvar.,Art,Citations,maximes,40,4,https://covers.openlibrary.org/b/id/4885401-L.jpg,,,
978,Louise Bourgeois,Louise Bourgeois,Art,Expositions,,40,4,https://covers.openlibrary.org/b/id/596355-L.jpg,,,
979,Le Greco,Greco,Art,Expositions,,40,4,https://covers.openlibrary.org/b/id/7004887-L.jpg,,,
980,Kenneth Noland,Kenneth Noland,Art,Art américain,,40,4,https://covers.openlibrary.org/b/id/5481731-L.jpg,,,
981,La vie de notre Seigneur Jésus-Christ,James Jacques Joseph Tissot,Art,Art,,39,3.9,https://covers.openlibrary.org/b/id/6960338-L.jpg,,,
982,La philosophie de l'art moderne,Herbert Edward Lire,Art,Esthétique,,39,3.9,https://covers.openlibrary.org/b/id/9678943-L.jpg,,,
983,Le Royaume de Dieu est en vous,Lev Tolstoï,Art,Art,,39,3.9,https://covers.openlibrary.org/b/id/767594-L.jpg,,,
984,Le caméléon mélangé,Éric Carlé,Art,Livres jouets et mobiles,,39,3.9,https://covers.openlibrary.org/b/id/3153851-L.jpg,,,
985,Culture libre,Laurent Lesig,Art,Propriété intellectuelle,,37,3.7,https://covers.openlibrary.org/b/id/872235-L.jpg,,,
986,James Ensor,James Ensor,Art,Catalogues,,37,3.7,https://covers.openlibrary.org/b/id/2238339-L.jpg,,,
987,Intérieur de l'enfance de Léonard de Vinci,Sigmond Freud,Art,Biographie,,37,3.7,https://covers.openlibrary.org/b/id/10839945-L.jpg,,,
988,Richard Diebenkorn,Richard Diebenkorn,Art,Peinture,péruvien,37,3.7,https://covers.openlibrary.org/b/id/4366519-L.jpg,,,
989,Kathe Kollwitz,Kathe Kollwitz,Art,La couleur dans l'art,,37,3.7,https://covers.openlibrary.org/b/id/2249361-L.jpg,,,
990,Raphaël,Raphaël,Art,Etudes préparatoires aux artistes,,37,3.7,https://covers.openlibrary.org/b/id/5890900-L.jpg,,,
991,Lucien Freud,Lucien Freud,Art,Gravure,,37,3.7,https://covers.openlibrary.org/b/id/3252945-L.jpg,,,
992,Henri de Toulouse-Lautrec,Henri de Toulouse-Lautrec,Art,Impressions,,37,3.7,https://covers.openlibrary.org/b/id/4791413-L.jpg,,,
993,Art,Frédéric Hartt,Art,Art,,37,3.7,https://covers.openlibrary.org/b/id/6793480-L.jpg,,,
994,"Ces feuilles stériles, un roman",Aldous Huxley,Art,Artistes et mécènes,,36,3.6,https://covers.openlibrary.org/b/id/801514-L.jpg,,,
995,Cas cruciaux,Edith Wharton,Art,Littérature classique,,36,3.6,https://covers.openlibrary.org/b/id/9328985-L.jpg,,,
996,Ellsworth Kelly,Ellsworth Kelly,Art,Estampes américaines,,36,3.6,https://covers.openlibrary.org/b/id/1026799-L.jpg,,,
997,Antoine Gormley,Antoine Gormley,Art,Sculpture britannique,,35,3.5,https://covers.openlibrary.org/b/id/4875748-L.jpg,,,
998,Calder,Alexandre Calder,Art,Sculpture américaine,,35,3.5,https://covers.openlibrary.org/b/id/8425906-L.jpg,,,
999,Harry Potter et l'enfant maudit,Jack Thorne,Art,Drame,,35,3.5,https://covers.openlibrary.org/b/id/8763851-L.jpg,,,
1000,Georgia O'Keeffe,Georgia O'Keeffe,Art,Peinture,Abstrait,35,3.5,https://covers.openlibrary.org/b/id/4653766-L.jpg,,,
1001,Représentation du monde chez l'enfant,Jean Piaget,Art,Congrès,,35,3.5,https://covers.openlibrary.org/b/id/7147659-L.jpg,,,
1002,Gerhard Richter,Gerhard Richter,Art,Expositions,,34,3.4,https://covers.openlibrary.org/b/id/927973-L.jpg,,,
1003,Horst Janssen,"Janssen, Horst",Art,Artistes,,34,3.4,https://covers.openlibrary.org/b/id/2257157-L.jpg,,,
1004,Niki de Saint Phalle,Niki de Saint-Phalle,Art,Catalogues,,34,3.4,https://covers.openlibrary.org/b/id/2240737-L.jpg,,,
1005,La Sonrisa De Mona Ratisa,Elisabetta Dami,Art,Fiction pour enfants,,33,3.3,https://covers.openlibrary.org/b/id/3324757-L.jpg,,,
1006,[Relief d'Emile M. Blum.],États-Unis. Congrès. Sénat. Commission de la bibliothèque,Art,Anniversaires,,33,3.3,,,,
1007,Terreurs nocturnes,José Varèse,Art,Bandes dessinées et romans graphiques,général,33,3.3,,,,
1008,Quand un homme se marie,Mary Roberts Rinehart,Art,Fiction,,33,3.3,https://covers.openlibrary.org/b/id/6285649-L.jpg,,,
1009,De ne pas pouvoir peindre,Marion Milner,Art,Création (littéraire,artistique,33,3.3,https://covers.openlibrary.org/b/id/9780773-L.jpg,etc.),,
1010,Robert Rauschenberg,Robert Rauschenberg,Art,Assemblages (Arts),,33,3.3,https://covers.openlibrary.org/b/id/4208993-L.jpg,,,
1011,Stéphane Balkenhol,Stéphane Balkenhol,Art,Expositions,,33,3.3,https://covers.openlibrary.org/b/id/3159758-L.jpg,,,
1012,Bruce Nauman,Bruce Nauman,Art,Art,Moderne,33,3.3,https://covers.openlibrary.org/b/id/5166986-L.jpg,,,
1013,Les principes de l'art,R.G. Collingwood,Art,Esthétique,,32,3.2,https://covers.openlibrary.org/b/id/7989914-L.jpg,,,
1014,Dante Gabriel Rossetti,Dante Gabriel Rossetti,Art,Correspondance,,32,3.2,https://covers.openlibrary.org/b/id/1792433-L.jpg,,,
1015,Odilon Redon,Odilon Redon,Art,Art,,31,3.1,https://covers.openlibrary.org/b/id/2238413-L.jpg,,,
1016,Le mystère D'Arblay,R.Austin Freeman,Art,Thorndyke,docteur (personnage fictif),31,3.1,https://covers.openlibrary.org/b/id/502719-L.jpg,fiction,,
1017,La voie de l'artiste,Julia Cameron,Art,Problèmes,exercices,31,3.1,https://covers.openlibrary.org/b/id/10840008-L.jpg,,,
1018,Art maintenant,Herbert Edward Lire,Art,Histoire,,31,3.1,https://covers.openlibrary.org/b/id/9551074-L.jpg,,,
1019,Juste des enfants,Patti Smith,Art,Femmes poètes,,31,3.1,https://covers.openlibrary.org/b/id/6671097-L.jpg,,,
1020,Les aventures d'Alice au pays des merveilles,Lewis Carroll,Enfants,Alice (personnage fictif : Carroll),fiction,3546,354.6,https://covers.openlibrary.org/b/id/10527843-L.jpg,,,
1021,Bible,Bible,Enfants,Manuscrits,Latin (médiéval et moderne),3172,317.2,https://covers.openlibrary.org/b/id/12707846-L.jpg,,,
1022,Olivier Twist,Charles Dickens,Enfants,Bildungsromans,,2209,220.9,https://covers.openlibrary.org/b/id/13300802-L.jpg,,,
1023,Le merveilleux magicien d'Oz,L. Frank Baum,Enfants,Sorcières,,2052,205.2,https://covers.openlibrary.org/b/id/552443-L.jpg,,,
1024,Le jardin secret,Frances Hodgson Burnett,Enfants,Fiction,général,1594,159.4,https://covers.openlibrary.org/b/id/12622062-L.jpg,,,
1025,À travers le miroir,Lewis Carroll,Enfants,Fantaisie,,1378,137.8,https://covers.openlibrary.org/b/id/11272464-L.jpg,,,
1026,Cinq enfants et ça,Edith Nesbit,Enfants,Fiction,,950,95,https://covers.openlibrary.org/b/id/28174-L.jpg,,,
1027,Les aventures de Tom Sawyer,Marc Twain,Enfants,Les aventures de Tom Sawyer,,879,87.9,https://covers.openlibrary.org/b/id/12043351-L.jpg,,,
1028,David Copperfield,Charles Dickens,Enfants,Drame britannique et irlandais (œuvres dramatiques d'un auteur),,846,84.6,https://covers.openlibrary.org/b/id/1048892-L.jpg,,,
1029,L'ancienne boutique de curiosités,Charles Dickens,Enfants,Fiction,,825,82.5,https://covers.openlibrary.org/b/id/13119794-L.jpg,,,
1030,Le monde perdu,Arthur Conan Doyle,Enfants,Histoires d'aventure,,747,74.7,https://covers.openlibrary.org/b/id/8231444-L.jpg,,,
1031,L'histoire des chercheurs de trésors,Edith Nesbit,Enfants,Fiction,,653,65.3,https://covers.openlibrary.org/b/id/13241364-L.jpg,,,
1032,Le tour de vis,Henri James,Enfants,Gouvernantes,fiction,564,56.4,https://covers.openlibrary.org/b/id/181493-L.jpg,,,
1033,Les aventures d'Alice au pays des merveilles / De l'autre côté du miroir,Lewis Carroll,Enfants,aventure et aventuriers,,542,54.2,https://covers.openlibrary.org/b/id/8595966-L.jpg,,,
1034,Petits hommes,Louisa May Alcott,Enfants,Louisa May Alcott,,517,51.7,https://covers.openlibrary.org/b/id/8043576-L.jpg,,,
1035,Le château enchanté,Edith Nesbit,Enfants,Fiction,,478,47.8,https://covers.openlibrary.org/b/id/6644514-L.jpg,,,
1036,Le éclaireur,James Fenimore Cooper,Enfants,Littérature classique,,427,42.7,https://covers.openlibrary.org/b/id/8980913-L.jpg,,,
1037,Jude l'Obscur,Thomas Hardy,Enfants,Vie sociale et coutumes,,425,42.5,https://covers.openlibrary.org/b/id/12973053-L.jpg,,,
1038,Tom Sawyer à l'étranger,Marc Twain,Enfants,Ascensions en ballon,,333,33.3,https://covers.openlibrary.org/b/id/9162125-L.jpg,,,
1039,Petit Seigneur Fauntleroy,Frances Hodgson Burnett,Enfants,Littérature classique,,332,33.2,https://covers.openlibrary.org/b/id/29376-L.jpg,,,
1040,Des jours de rêve,Kenneth Grahame,Enfants,Fiction,,303,30.3,https://covers.openlibrary.org/b/id/5915025-L.jpg,,,
1041,Ce que Katy a fait,Susan Coolidge,Enfants,Fiction pour enfants,,286,28.6,https://covers.openlibrary.org/b/id/2324467-L.jpg,,,
1042,Het Achterhuis,Anne Frank,Enfants,autobiographies,,282,28.2,https://covers.openlibrary.org/b/id/8584021-L.jpg,,,
